family,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
JAIOQZ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021108395.1, GCA_021106755.1"
JACOSC01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016179055.1, GCA_016201345.1"
CASDRH01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_025210155.1, GCA_949283075.1"
JACQZI01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020051675.1, GCA_016207825.1"
JAJYSQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027317665.1, GCA_021793495.1"
WAMV01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027051465.1, GCA_015522145.1"
Gygaellaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030765485.1, GCA_018400015.1"
WALN01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027007975.1, GCA_015522865.1"
JAJZBP01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027330865.1, GCA_021798855.1"
JAJFMK01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021772215.1, GCA_020050175.1"
JAMCYU01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023473585.1, GCA_023380895.1"
JAHIVH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018816735.1, GCA_020056645.1"
JAGXOH01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_023659985.1, GCA_021106995.1"
DTIR01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016211995.1, GCA_018303805.1"
GWF2-57-35,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003489865.1, GCA_001804865.1"
CANDYO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025210695.1, GCA_947424995.1"
JACPBO01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016180285.1, GCA_030651135.1"
Caldanaerobiaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_900129075.1, GCF_000427425.1"
1-14-2-50-48-13,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002783265.1, GCA_030430105.1"
SYDY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_005805055.1, GCA_005801425.1"
JAEWBQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023391075.1, GCA_946885745.1"
JAADDG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013154075.1, GCA_027009865.1"
JASLQF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030744625.1, GCA_030746995.1"
JAHEIH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024639455.1, GCA_023255355.1"
Rubeoparvulaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_001049895.1, GCF_902375525.1"
JAGGWG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021157605.1, GCA_028698375.1"
JAILZS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023512375.1, GCA_021817625.1"
JAQVLT01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028704015.1, GCA_028707515.1"
CALAJH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937959155.1, GCA_937922655.1"
JAMWCP01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_023819505.1, GCA_023819665.1"
UBA12223,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002937495.1, GCA_003450915.1"
SZUA-146,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013002925.1, GCA_003228965.1"
JAGOMX01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_017993335.1, GCA_016742295.1"
S012-25,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027075525.1, GCA_015487905.1"
JAMCWG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023475235.1, GCA_023381715.1"
JAHECK01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030591505.1, GCA_024641785.1"
JAGLTS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023135165.1, GCA_030631945.1"
CAIYWZ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903832595.1, GCA_903930075.1"
JACQED01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016200785.1, GCA_016195785.1"
RGIG7378,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017501105.1, GCA_017559445.1"
JABAAY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_014238525.1, GCA_014238225.1"
OMIW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_900299085.1, GCA_900299205.1"
JAFDDA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_019310435.1, GCA_019311105.1"
UBA228,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002348105.1, GCA_002402635.1"
JAGOZV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018060505.1, GCA_018064165.1"
S141-80,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_015490255.1, GCA_027053375.1"
JASLWR01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030751375.1, GCA_030740765.1"
S012-135,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015488275.1, GCA_027073345.1"
JACQRY01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016184315.1, GCA_016206275.1"
S139-133,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030429785.1, GCA_015485655.1"
JAJRXV01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_024276115.1, GCA_024275075.1"
CAJFTT01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_949284545.1, GCA_904420005.1"
CACXFL01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,GCA_902766925.1
VFHL01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913020265.1, GCA_009392005.1"
DSTR01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029551285.1, GCA_023818865.1"
JAFGIL01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020523885.1, GCA_016929635.1"
JAIPGG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021736255.1, GCA_021736365.1"
JAGLYY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023131935.1, GCA_030630565.1"
JABLXJ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_012839815.1, GCA_013178125.1"
JAUJNH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030447705.1, GCA_030448245.1"
SHVW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016869645.1, GCA_009694085.1"
JALTLT01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027001815.1, GCA_027041105.1"
UBA10199,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003501025.1, GCA_001797365.1"
JACKFB01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020632735.1, GCA_020632695.1"
JADGCH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015229115.1, GCA_015228995.1"
CG1-02-47-40,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002499375.1, GCA_001871475.1"
RI-55,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003484235.1, GCA_016124235.1"
Thermosinaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_000169155.1, GCF_900102435.1"
JACRKE01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016215335.1, GCA_002774795.1"
JACRMM01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016214985.1, GCA_016218905.1"
JAOUOS01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029880285.1, GCA_029880265.1"
JAGMZX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018005585.1, GCA_029556545.1"
JADKAF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016793245.1, GCA_016719295.1"
JAOADG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030247525.1, GCA_026417415.1"
JAJRUJ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_024277855.1, GCA_020051695.1"
JAGPDM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017993655.1, GCA_018057585.1"
VGKX01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016866895.1, GCA_021823945.1"
QZLD01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_004796365.1, GCA_004796385.1"
B21-G16,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003644825.1, GCA_937900915.1"
JAKLKS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026647335.1, GCA_023150535.1"
Desulfofarciminaceae,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCF_000024205.1, GCF_001592105.1"
JAFDFH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030596795.1, GCA_019309945.1"
CAJXXR01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_025210805.1, GCA_913063375.1"
NORP286,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016764115.1, GCA_016763665.1"
GPF-1,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030625815.1, GCA_013619125.1"
JAXPJC01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016187745.1, GCA_018304445.1"
SM23-81,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_001304015.1, GCA_030628225.1"
JAUWPF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030611745.1, GCA_030606195.1"
JAGLUP01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023134715.1, GCA_030673145.1"
B47-G16,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003648815.1, GCA_021158705.1"
DRUE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903897985.1, GCA_903930515.1"
Massilibacteriaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_001375675.1, GCF_902375685.1"
JAJFKO01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021773175.1, GCA_028284465.1"
CACJXQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902551695.1, GCA_902597385.1"
NPL-UPA2,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003574845.1, GCA_018725245.1"
VGKN01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020052955.1, GCA_016867055.1"
JAGGVH01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020854835.1, GCA_021158105.1"
JAGHAM01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021107635.1, GCA_021161465.1"
UBA2233,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_011620345.1, GCA_002347965.1"
TMED78,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002171615.1, GCA_913040745.1"
JACQSD01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030648795.1, GCA_016206165.1"
JAFEGQ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021809305.1, GCA_018239785.1"
CALLJL01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938092135.1, GCA_026416195.1"
JAUVQV01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030609125.1, GCA_030597995.1"
Comchoanobacteraceae,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCF_024259865.1, GCF_024172705.1"
CALHIP01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026417895.1, GCA_938030745.1"
DSM-26407,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_003337735.1, GCA_028694565.1"
UBA6013,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002428105.1, GCA_020048645.1"
JAHEKD01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024638545.1, GCA_028284225.1"
JAADDX01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030826765.1, GCA_013153685.1"
JACQNH01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023246445.1, GCA_016203175.1"
JAFDHS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030589165.1, GCA_019308655.1"
JAGOBX01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029551925.1, GCA_017999075.1"
PXCX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003567575.1, GCA_003565195.1"
CALKMO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937991785.1, GCA_026417845.1"
CAUJGQ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_937879875.1, GCA_963170165.1"
JAENZW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016841065.1, GCA_029858605.1"
JAMOQF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027040585.1, GCA_027064125.1"
CAINVO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028714275.1, GCA_903854195.1"
EFPC-124,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016880595.1, GCA_029288315.1"
JAJFKG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021773335.1, GCA_021156325.1"
JAUVVT01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030604505.1, GCA_030616165.1"
SOJS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030588605.1, GCA_004376435.1"
JAUWLS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030667285.1, GCA_030613565.1"
JAOACQ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_026417755.1, GCA_020052515.1"
JAGVZH01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016432305.1, GCA_018302745.1"
JACPES01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016183365.1, GCA_016219325.1"
JADGBV01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_023261545.1, GCA_015231345.1"
JACQSX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016211105.1, GCA_016199665.1"
GM7ARS4,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_014323835.1, GCA_014332745.1"
JACPQY01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016190245.1, GCA_016180645.1"
PMM-0068,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949127895.1, GCA_949127685.1"
JACQWR01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_026388415.1, GCA_016209105.1"
UBA8530,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003503675.1, GCA_002083785.1"
JAFGLR01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016927955.1, GCA_016210585.1"
JACPPY01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016189825.1, GCA_016190755.1"
JAGPBS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018060745.1, GCA_018063245.1"
JAIXUI01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027485865.1, GCA_027484125.1"
JAFGKX01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016928375.1, GCA_020354945.1"
CALXSR01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947853085.1, GCA_944391215.1"
JAGUVE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020063075.1, GCA_020061865.1"
S141-70,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015490395.1, GCA_027051415.1"
JAIORY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030630005.1, GCA_021107915.1"
EX4484-205,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002255045.1, GCA_011042415.1"
ZOR0009,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_004340205.1, GCF_000798815.1"
DG-74-1,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030016465.1, GCA_001303125.1"
JAGVGV01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020056895.1, GCA_015233515.1"
GCA-002748415,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002748415.1, GCA_002747535.1"
JACRDZ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016209155.1, GCA_016212735.1"
JAISLQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_031290885.1, GCA_031275255.1"
JAGUXG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020061965.1, GCA_030018505.1"
SCBR16-9,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_007116095.1, GCA_024278275.1"
WFRC01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027076055.1, GCA_015486685.1"
9FT-COMBO-53-11,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_001772805.1, GCA_030620855.1"
JACQFD01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016200225.1, GCA_016792805.1"
JAHECE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024641895.1, GCA_029975645.1"
UBA7966,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003485715.1, GCA_002299125.1"
JADFCT01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_017161665.1, GCA_026398575.1"
CANKSK01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947472335.1, GCA_947485425.1"
JAOAGR01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_026415655.1, GCA_025999155.1"
J061,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016219965.1, GCA_003695725.1"
JALHUB01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_022865685.1, GCA_030018455.1"
CAIMVM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903844895.1, GCA_903903445.1"
JAEXRW01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030691525.1, GCA_023454175.1"
JACOUP01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016177765.1, GCA_030649435.1"
MES13,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009711765.1, GCA_009711785.1"
GWF2-45-14,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_001803225.1, GCA_001804785.1"
SHYF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009692985.1, GCA_030651175.1"
JASLLV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030754475.1, GCA_030746935.1"
BM501,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_938004435.1, GCF_002868845.1"
DTDX01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018396815.1, GCA_018396775.1"
JAMCWA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023379645.1, GCA_023475165.1"
JAFGAV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016933515.1, GCA_016867615.1"
UBA3534,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002376875.1, GCA_937919465.1"
QS-5-54-17,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_007131065.1, GCA_003022365.1"
JAJFFI01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021776755.1, GCA_030066595.1"
