family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
GWF2-33-38,Bacteria,6,479021169,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GWF2-33-38,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;479021169
Novibacillaceae,Bacteria,6,481560957,Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Novibacillaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1775897770;481560957
VXPC01,Bacteria,6,221992502,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;VXPC01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;221992502
JAKQTR01,Bacteria,6,1159935120,Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;JAKQTR01,superkingdom;phylum;class;order;family,81602897;884358093;254820739;131063409;1159935120
VEQN01,Bacteria,6,916153715,Bacteria;Patescibacteriota;Minisyncoccia;UBA9973;VEQN01,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;168137696;916153715
CGMCC-115125,Bacteria,6,1392435267,Bacteria;Pseudomonadota;Alphaproteobacteria;CGMCC-115125;CGMCC-115125,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;73647142;1392435267
DSM-5807,Bacteria,6,1168916866,Bacteria;Bacillota;Clostridia;Acetivibrionales;DSM-5807,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1181927493;1168916866
JAFGSV01,Archaea,6,193328915,Archaea;Aenigmatarchaeota;Aenigmatarchaeia;QMZP01;JAFGSV01,superkingdom;phylum;class;order;family,1337977286;1072557490;1239923569;500937751;193328915
Halofilaceae,Bacteria,6,1264173164,Bacteria;Pseudomonadota;Gammaproteobacteria;XJ16;Halofilaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1491568404;1264173164
JACKCT01,Bacteria,6,2002651573,Bacteria;Lernaellota;Lernaellaia;JACKCT01,superkingdom;phylum;class;order,81602897;298535013;469334671;2002651573
JAEUOS01,Bacteria,6,715708968,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;JAEUOS01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;715708968
JAKEHA01,Bacteria,6,376338097,Bacteria;Krumholzibacteriota;Krumholzibacteriia;WVZY01;JAKEHA01,superkingdom;phylum;class;order;family,81602897;506095882;1933471705;408217142;376338097
UBA5297,Bacteria,6,1778552494,Bacteria;Myxococcota;Myxococcia;Myxococcales;UBA5297,superkingdom;phylum;class;order;family,81602897;1995082271;535023006;97400541;1778552494
UM-FILTER-53-11,Bacteria,6,1056343582,Bacteria;Patescibacteriota;Gracilibacteria;UBA1369;UM-FILTER-53-11,superkingdom;phylum;class;order;family,81602897;1184272463;168402977;877497354;1056343582
JAISNN01,Bacteria,6,581002354,Bacteria;Bacillota;Clostridia;Christensenellales;JAISNN01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1390569891;581002354
JAGQZY01,Bacteria,6,1154428145,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;JAGQZY01,superkingdom;phylum;class;order;family,81602897;1668872378;58152463;1297816165;1154428145
Xylanivirgaceae,Bacteria,6,1173700216,Bacteria;Bacillota;Clostridia;Caldicoprobacterales;Xylanivirgaceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1656365851;1173700216
VFKH01,Bacteria,6,1177797158,Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;VFKH01,superkingdom;phylum;class;order;family,81602897;1417588462;1218949594;1568705753;1177797158
WAPY01,Archaea,6,1768354774,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;WAPY01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;1768354774
Antricoccaceae,Bacteria,6,1617787530,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Antricoccaceae,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;720352763;1617787530
JAEDCM01,Bacteria,6,1385768323,Bacteria;Bacillota;Bacilli;Acholeplasmatales;JAEDCM01,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;305512438;1385768323
Natronospiraceae,Bacteria,6,572637098,Bacteria;Pseudomonadota;Gammaproteobacteria;Natronospirales;Natronospiraceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1416196295;572637098
VGCI01,Bacteria,6,2000115985,Bacteria;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;VGCI01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1972003675;2000115985
UBA9988,Bacteria,6,1282335888,Bacteria;Patescibacteriota;Minisyncoccia;UBA9973;UBA9988,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;168137696;1282335888
UBA6624,Bacteria,6,568107375,Bacteria;UBP7;UBA6624;UBA6624;UBA6624,superkingdom;phylum;class;order;family,81602897;762345363;641032563;700921445;568107375
UBA729,Bacteria,6,1608711607,Bacteria;Pseudomonadota;Gammaproteobacteria;Comchoanobacterales;UBA729,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1382150283;1608711607
JABUFB01,Bacteria,6,1754077215,Bacteria;Armatimonadota;Zipacnadia;Zipacnadales;JABUFB01,superkingdom;phylum;class;order;family,81602897;386011820;1818008975;556998723;1754077215
UBA1433,Bacteria,6,1747003828,Bacteria;Bacillota;Clostridia;Eubacteriales;UBA1433,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1493064430;1747003828
JAHJOQ01,Bacteria,6,1751661695,Bacteria;Zixibacteria;MSB-5A5;JAABVY01;JAHJOQ01,superkingdom;phylum;class;order;family,81602897;1019969701;812696870;1076991452;1751661695
DY22613,Bacteria,6,1365116238,Bacteria;Bacillota;Halanaerobiia;DY22613;DY22613,superkingdom;phylum;class;order;family,81602897;131003083;1873769925;382009716;1365116238
CG2-30-36-38,Bacteria,6,1855896791,Bacteria;Patescibacteriota;Patescibacteriia;UBA2591;CG2-30-36-38,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;611287936;1855896791
MWCT01,Bacteria,6,694679437,Bacteria;Sumerlaeota;Sumerlaeia;MWCT01;MWCT01,superkingdom;phylum;class;order;family,81602897;2009498236;2129261837;544697773;694679437
H02-45-28,Bacteria,6,2023330212,Bacteria;Patescibacteriota;Minisyncoccia;H02-45-28;H02-45-28,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;1832465533;2023330212
Undinarchaeaceae,Archaea,6,387451575,Archaea;Undinarchaeota;Undinarchaeia;Undinarchaeales;Undinarchaeaceae,superkingdom;phylum;class;order;family,1337977286;77745807;196184273;1078916855;387451575
JACIWG01,Archaea,6,1457680119,Archaea;Thermoproteota;Nitrososphaeria;JACIWG01;JACIWG01,superkingdom;phylum;class;order;family,1337977286;1464800560;283310308;816746817;1457680119
SHXO01,Bacteria,6,1743193224,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SHXO01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;1743193224
JAADEF01,Archaea,6,1224959988,Archaea;EX4484-52;EX4484-52;EX4484-52;JAADEF01,superkingdom;phylum;class;order;family,1337977286;1942934023;1357472601;868049648;1224959988
UBA1558,Bacteria,6,1225813191,Bacteria;Patescibacteriota;Patescibacteriia;UBA1558;UBA1558,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;586306951;1225813191
CAJBMM01,Bacteria,6,2145431651,Bacteria;Patescibacteriota;UBA1384;CAJBMM01,superkingdom;phylum;class;order,81602897;1184272463;800713647;2145431651
JABGUJ01,Archaea,6,2031728587,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;JABGUJ01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;2031728587
UBA8558,Bacteria,6,1252475155,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA8558;UBA8558,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;281737147;1252475155
UBA11320,Bacteria,6,1508649523,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;UBA11320,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;1508649523
RFPC01,Bacteria,6,516991107,Bacteria;Bdellovibrionota_B;UBA2361;UBA2361;RFPC01,superkingdom;phylum;class;order;family,81602897;152178665;1063630723;2094216644;516991107
GCA-2716585,Bacteria,6,1291481176,Bacteria;Myxococcota;Bradymonadia;Bradymonadales;GCA-2716585,superkingdom;phylum;class;order;family,81602897;1995082271;375445356;288666219;1291481176
JABCZS01,Bacteria,6,1867195362,Bacteria;Pseudomonadota;Gammaproteobacteria;JABCZS01,superkingdom;phylum;class;order,81602897;1712663402;1969409366;1867195362
0-14-0-10-38-17,Bacteria,6,1867392895,Bacteria;Patescibacteriota;Microgenomatia;0-14-0-10-38-17,superkingdom;phylum;class;order,81602897;1184272463;151692982;1867392895
DSMQ01,Bacteria,6,1526936982,Bacteria;Nitrospirota;Thermodesulfovibrionia;UBA6902;DSMQ01,superkingdom;phylum;class;order;family,81602897;1669227019;2101698029;9745080;1526936982
Dehalobacteriaceae,Bacteria,6,278128202,Bacteria;Bacillota;Dehalobacteriia;Dehalobacteriales;Dehalobacteriaceae,superkingdom;phylum;class;order;family,81602897;131003083;1049452631;1341634957;278128202
Tagabacteraceae,Bacteria,6,841843886,Bacteria;Patescibacteriota;Minisyncoccia;JAHISW01;Tagabacteraceae,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;1842156971;841843886
H02-43-30,Bacteria,6,843143754,Bacteria;Patescibacteriota;Minisyncoccia;Spechtbacterales;H02-43-30,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;1319171192;843143754
IGHO2-12-FULL-4,Bacteria,6,2136174636,Bacteria;Patescibacteriota;Minisyncoccia;2-02-FULL-40-12;IGHO2-12-FULL-4,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;715973932;2136174636
JAMOAD01,Bacteria,6,1725907277,Bacteria;Acidobacteriota;Aminicenantia;JAMOAD01;JAMOAD01,superkingdom;phylum;class;order;family,81602897;884358093;2125845072;1019615505;1725907277
JAABVY01,Bacteria,6,93533756,Bacteria;Zixibacteria;MSB-5A5;JAABVY01;JAABVY01,superkingdom;phylum;class;order;family,81602897;1019969701;812696870;1076991452;93533756
UBA8468,Bacteria,6,1635217923,Bacteria;Ratteibacteria;UBA8468;UBA8468;UBA8468,superkingdom;phylum;class;order;family,81602897;220880148;43732442;1575213693;1635217923
RBG-16-57-12,Bacteria,6,1628804023,Bacteria;Pseudomonadota;Gammaproteobacteria;RBG-16-57-12;RBG-16-57-12,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;9474229;1628804023
CALZJG01,Bacteria,6,2045962321,Bacteria;Pseudomonadota;Gammaproteobacteria;CALZJG01;CALZJG01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;22629204;2045962321
UBA1149,Bacteria,6,718883429,Bacteria;Desulfobacterota_B;Binatia;UBA1149;UBA1149,superkingdom;phylum;class;order;family,81602897;1287136731;1684752584;449975511;718883429
F1-80-MAGS106,Bacteria,6,758681899,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;F1-80-MAGS106,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;758681899
2-12-FULL-57-11,Bacteria,6,1487187785,Bacteria;Patescibacteriota;Patescibacteriia;2-12-FULL-57-11;2-12-FULL-57-11,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;1220904709;1487187785
UBA7916,Bacteria,6,401965716,Bacteria;Pseudomonadota;Gammaproteobacteria;Comchoanobacterales;UBA7916,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1382150283;401965716
Calditerrivibrionaceae,Bacteria,6,471427501,Bacteria;Chrysiogenota;Deferribacteres;Deferribacterales;Calditerrivibrionaceae,superkingdom;phylum;class;order;family,81602897;1406000169;1942809099;660878077;471427501
CAILAD01,Bacteria,6,1722093389,Bacteria;Patescibacteriota;Saccharimonadia;CAILAD01,superkingdom;phylum;class;order,81602897;1184272463;1377863046;1722093389
HTCC5015,Bacteria,6,1723468821,Bacteria;Pseudomonadota;Gammaproteobacteria;HTCC5015,superkingdom;phylum;class;order,81602897;1712663402;1969409366;1723468821
HLUCCA01,Bacteria,6,1911392029,Bacteria;Bacteroidota_A;Rhodothermia;Balneolales;HLUCCA01,superkingdom;phylum;class;order;family,81602897;95618103;1782953179;1902415519;1911392029
JADFUO01,Bacteria,6,1914772681,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;JADFUO01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;1914772681
ST65,Bacteria,6,794925928,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales;ST65,superkingdom;phylum;class;order;family,81602897;1568916253;1933314036;53983146;794925928
MVZB01,Bacteria,6,1915768982,Bacteria;Sumerlaeota;Sumerlaeia;MVZB01;MVZB01,superkingdom;phylum;class;order;family,81602897;2009498236;2129261837;1273172799;1915768982
WSZJ01,Bacteria,6,1352765755,Bacteria;Planctomycetota;MHYJ01;WSZJ01,superkingdom;phylum;class;order,81602897;678426958;1379689870;1352765755
CAIRSR01,Bacteria,6,518574931,Bacteria;Pseudomonadota;Gammaproteobacteria;CAIRSR01;CAIRSR01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;514937069;518574931
UBA6940,Bacteria,6,1488891716,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;UBA6940,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;1488891716
JAFGHF01,Bacteria,6,1985873261,Bacteria;Omnitrophota;Koll11;JAFGHF01,superkingdom;phylum;class;order,81602897;1725231264;1822347176;1985873261
Brevinemataceae,Bacteria,6,501732212,Bacteria;Spirochaetota;Brevinematia;Brevinematales;Brevinemataceae,superkingdom;phylum;class;order;family,81602897;39784000;1786996260;314328031;501732212
UBA8477,Bacteria,6,907723810,Bacteria;Marinisomatota;UBA8477;UBA8477;UBA8477,superkingdom;phylum;class;order;family,81602897;576088655;320145027;1619288294;907723810
DUVY01,Bacteria,6,1792468608,Bacteria;Bacillota;Clostridia;Christensenellales;DUVY01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1390569891;1792468608
RBG-13-66-14,Bacteria,6,507502098,Bacteria;RBG-13-66-14;RBG-13-66-14;RBG-13-66-14;RBG-13-66-14,superkingdom;phylum;class;order;family,81602897;774941538;311748519;124623435;507502098
JAJXZI01,Bacteria,6,89877793,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;JAJXZI01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;89877793
DTU086,Bacteria,6,1559652582,Bacteria;Bacillota;DTU086;DTU086,superkingdom;phylum;class;order,81602897;131003083;1401685469;1559652582
JABJEI01,Bacteria,6,519041954,Bacteria;Babelota;Babeliae;Babelales;JABJEI01,superkingdom;phylum;class;order;family,81602897;812094793;2020026408;1985852393;519041954
UM-FILTER-40-11,Bacteria,6,538020587,Bacteria;Patescibacteriota;Microgenomatia;UM-FILTER-40-11;UM-FILTER-40-11,superkingdom;phylum;class;order;family,81602897;1184272463;151692982;528134626;538020587
CAIZMI01,Bacteria,6,28801694,Bacteria;Patescibacteriota;Andersenbacteria;UBA10190;CAIZMI01,superkingdom;phylum;class;order;family,81602897;1184272463;522317957;896330591;28801694
UBA2294,Bacteria,6,1445995357,Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;UBA2294,superkingdom;phylum;class;order;family,81602897;1568916253;291722853;169199139;1445995357
Syntrophaceae,Bacteria,6,400532907,Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae,superkingdom;phylum;class;order;family,81602897;1568916253;1408778026;441072622;400532907
JADJEK01,Bacteria,6,1875084660,Bacteria;Planctomycetota;B15-G4;B15-G4;JADJEK01,superkingdom;phylum;class;order;family,81602897;678426958;875548306;1425468841;1875084660
SURF-15,Bacteria,6,651804460,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;SURF-15,superkingdom;phylum;class;order;family,81602897;1568916253;276271284;100205859;651804460
JABIRX01,Bacteria,6,410258156,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;JABIRX01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;410258156
UBA1147,Bacteria,6,206364371,Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;UBA1147,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;39742332;206364371
PEXW01,Bacteria,6,1316812218,Bacteria;Patescibacteriota;Patescibacteriia;PEXW01;PEXW01,superkingdom;phylum;class;order;family,81602897;1184272463;965080414;1195423407;1316812218
Syntrophothermaceae,Bacteria,6,1713888328,Bacteria;Bacillota;Syntrophomonadia;Syntrophomonadales;Syntrophothermaceae,superkingdom;phylum;class;order;family,81602897;131003083;406427286;1684925454;1713888328
UBA12420,Bacteria,6,1796669820,Bacteria;Bacillota;Clostridia;Lachnospirales;UBA12420,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;827000254;1796669820
CG2-30-32-10,Bacteria,6,198127059,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;CG2-30-32-10,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;198127059
DUOF01,Bacteria,6,1984884474,Bacteria;Bacillota;Bacilli;RFN20;DUOF01,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1827297323;1984884474
JABDMI01,Bacteria,6,727352641,Bacteria;Pseudomonadota;Gammaproteobacteria;JABDMI01;JABDMI01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1808986345;727352641
UBA12178,Bacteria,6,731244437,Bacteria;Thermotogota;Thermotogae;UBA12178;UBA12178,superkingdom;phylum;class;order;family,81602897;680329844;265141076;28645813;731244437
Auribacteraceae,Bacteria,6,1808394447,Bacteria;Auribacterota;Auribacteria;Auribacterales;Auribacteraceae,superkingdom;phylum;class;order;family,81602897;229083227;969259826;1090171896;1808394447
SG8-11,Bacteria,6,897146772,Bacteria;Pseudomonadota;Gammaproteobacteria;SG8-11,superkingdom;phylum;class;order,81602897;1712663402;1969409366;897146772
JAMLIO01,Bacteria,6,255826720,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;JAMLIO01,superkingdom;phylum;class;order;family,81602897;1668872378;58152463;1297816165;255826720
VXLM01,Bacteria,6,453389695,Bacteria;Chloroflexota;Dehalococcoidia;SAR202;VXLM01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;386439989;453389695
GWA2-38-11,Bacteria,6,456475016,Bacteria;Schekmanbacteria;GWA2-38-11;GWA2-38-11;GWA2-38-11,superkingdom;phylum;class;order;family,81602897;1022785082;1340211691;257971275;456475016
JAJZJN01,Bacteria,6,801542146,Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;JAJZJN01,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1596481911;801542146
UBA7656,Bacteria,6,1536279977,Bacteria;Acidobacteriota;Blastocatellia;UBA7656;UBA7656,superkingdom;phylum;class;order;family,81602897;884358093;348311540;1199521178;1536279977
JAEULC01,Bacteria,6,1954847454,Bacteria;Pseudomonadota;Alphaproteobacteria;JAEULC01,superkingdom;phylum;class;order,81602897;1712663402;623498299;1954847454
UBA10806,Bacteria,6,1833557832,Bacteria;Zixibacteria;MSB-5A5;UBA10806,superkingdom;phylum;class;order,81602897;1019969701;812696870;1833557832
SCKK01,Bacteria,6,889555078,Bacteria;Marinisomatota;Marinisomatia;Marinisomatales;SCKK01,superkingdom;phylum;class;order;family,81602897;576088655;771908383;1542137148;889555078
Kaelpiaceae,Bacteria,6,895748446,Bacteria;Omnitrophota;Koll11;Kaelpiales;Kaelpiaceae,superkingdom;phylum;class;order;family,81602897;1725231264;1822347176;1991860396;895748446
RUG844,Bacteria,6,896309350,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;RUG844,superkingdom;phylum;class;order;family,81602897;922471546;925602908;386264069;896309350
