genus,domain,genus_counts,taxid,lineage,lineage_ranks,lineage_taxids
Flavicella,Bacteria,11,1644102.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavicella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;1644102
Zhihengliuella,Bacteria,11,370735.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Zhihengliuella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1268;370735
Caenispirillum,Bacteria,11,414051.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Novispirillaceae;Caenispirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;3031145;414051
Candidatus Odyssella,Bacteria,11,84646.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Odyssella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;1921002;1777752;84646
Paucimonas,Bacteria,11,157932.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paucimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;119060;157932
Syntrophothermus,Bacteria,11,129001.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophothermus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;68298;129001
Salinigranum,Archaea,11,1644057.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Salinigranum,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644056;1644057
Beijerinckia,Bacteria,11,532.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Beijerinckia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;45404;532
Armatimonas,Bacteria,11,1042315.0,cellular organisms;Bacteria;Bacillati;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;67819;1042312;1042313;1042314;1042315
Geitlerinema,Bacteria,11,63132.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Geitlerinematales;Geitlerinemataceae;Geitlerinema,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079751;3079752;63132
Nigerium,Bacteria,11,2042653.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Nigerium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85009;31957;2042653
Candidatus Vicinibacter,Bacteria,11,2981996.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Candidatus Vicinibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1937959;1936988;89374;2981996
Ruoffia,Bacteria,11,2862144.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Ruoffia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186827;2862144
Geminocystis,Bacteria,11,669357.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Geminocystis,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1118;2815910;669357
Candidatus Aquicultor,Bacteria,11,2900668.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Aquicultoria;Candidatus Aquicultorales;Candidatus Aquicultoraceae;Candidatus Aquicultor,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;2900646;2900651;2900659;2900668
Candidatus Apopatosoma,Bacteria,11,3082828.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Candidatus Apopatosoma,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;1239;186801;186802;538999;3082828
Methylopila,Bacteria,11,61653.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylopilaceae;Methylopila,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;3149309;61653
Stackebrandtia,Bacteria,11,283810.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Stackebrandtia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85014;85034;283810
Aestuariibacter,Bacteria,11,249523.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;72275;249523
Candidatus Brachybacter,Bacteria,11,2981994.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Candidatus Brachybacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1937959;1936988;89374;2981994
Candidatus Avispirillum,Bacteria,11,2720802.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Clostridia incertae sedis;Candidatus Avispirillum,cellular root;domain;kingdom;phylum;class;no rank;genus,131567;2;1783272;1239;186801;189325;2720802
Niveispirillum,Bacteria,11,1543704.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;2829815;1543704
Methylomicrobium,Bacteria,11,39773.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135618;403;39773
Humibacillus,Bacteria,11,556178.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Humibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85021;556178
Methanogenium,Archaea,11,2195.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanogenium,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;224756;2191;2194;2195
Candidatus Heritagella,Bacteria,11,2721100.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Clostridia incertae sedis;Candidatus Heritagella,cellular root;domain;kingdom;phylum;class;no rank;genus,131567;2;1783272;1239;186801;189325;2721100
Luteitalea,Bacteria,11,2004797.0,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;1813735;2910145;2211325;2004797
Hamadaea,Bacteria,11,1121254.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Hamadaea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;1121254
Candidatus Aalborgiella,Bacteria,11,3386153.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Candidatus Aalborgiella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;80864;3386153
Povalibacter,Bacteria,11,1538468.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Povalibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;3060226;2689614;1538468
Thiohalospira,Bacteria,11,476278.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalospirales;Thiohalospiraceae;Thiohalospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;3085113;3085114;476278
Candidatus Megaera,Bacteria,11,1742636.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaera,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;766;775;1742636
Thermodesulfobium,Bacteria,11,227388.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales;Thermodesulfobiaceae;Thermodesulfobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;3002442;3002443;3002444;227387;227388
Hydrogenibacillus,Bacteria,11,1609627.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillales incertae sedis;Bacillales Family X. Incertae Sedis;Hydrogenibacillus,cellular root;domain;kingdom;phylum;class;order;no rank;family;genus,131567;2;1783272;1239;91061;1385;539002;539003;1609627
Candidatus Caccocola,Bacteria,11,2840654.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae;Synergistaceae incertae sedis;Candidatus Caccocola,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3384194;508458;649775;649776;649777;2840503;2840654
Candidatus Calidihabitans,Bacteria,11,3377974.0,cellular organisms;Bacteria;Bacillati;Candidatus Sysuimicrobiota;Candidatus Sysuimicrobiia;Candidatus Sysuimicrobiales;Candidatus Kaftiobacteriaceae;Candidatus Calidihabitans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1448051;3377960;3377961;3377965;3377974
Halosimplex,Archaea,11,171163.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halosimplex,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1963268;171163
Gleimia,Bacteria,11,2692113.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Gleimia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;2037;2049;2692113
Candidatus Hakubella,Bacteria,11,2754714.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetota incertae sedis;Candidatus Hakubellales;Candidatus Hakubellaceae;Candidatus Hakubella,cellular root;domain;kingdom;phylum;no rank;order;family;genus,131567;2;1783272;201174;2754713;3073606;3073607;2754714
Vallitalea,Bacteria,11,1348611.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Vallitalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;2603322;1348611
Thermovibrio,Bacteria,11,171868.0,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Desulfurobacteriales;Desulfurobacteriaceae;Thermovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200783;187857;1485951;558314;171868
Duffyella,Bacteria,11,3026546.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Duffyella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;1903409;3026546
Thermocladium,Archaea,11,62608.0,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermocladium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;28889;183924;2266;2267;62608
Aquisalimonas,Bacteria,11,406099.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Aquisalimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;406099
Phoenicibacter,Bacteria,11,1981050.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Phoenicibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;84998;1643822;1643826;1981050
Sediminispirochaeta,Bacteria,11,1911556.0,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;203691;203692;136;137;1911556
Seohaeicola,Bacteria,11,481178.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Seohaeicola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;481178
Oceanibaculum,Bacteria,11,659693.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Oceanibaculaceae;Oceanibaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;3031147;659693
Anaerosacchariphilus,Bacteria,11,2678884.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerosacchariphilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;2678884
Saprospira,Bacteria,11,1007.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Saprospira,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1937959;1936988;89374;1007
Maritalea,Bacteria,11,623276.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Maritalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;2831106;623276
Sulfurimicrobium,Bacteria,11,2772198.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurimicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;32003;2772226;2772198
Cytophaga,Bacteria,11,978.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;89373;978
Centipeda,Bacteria,11,82283.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Athroismeae;Centipedinae;Centipeda,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;subfamily;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91882;4209;4210;102804;219098;2847295;82283
Candidatus Coneutiohabitans,Bacteria,11,3396485.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Zhuqueibacterota;Candidatus Zhuqueibacterales;Candidatus Zhuqueibacteraceae;Candidatus Coneutiohabitans,cellular root;domain;kingdom;clade;clade;order;family;genus,131567;2;3379134;1783270;111630;3396458;3396471;3396485
Orrella,Bacteria,11,1921582.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;1921582
Thalassobacillus,Bacteria,11,331971.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Thalassobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;331971
Thermacetogenium,Bacteria,11,140458.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermacetogenium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;68295;186814;140458
Candidatus Rhabdochlamydia,Bacteria,11,292833.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Candidatus Rhabdochlamydiaceae;Candidatus Rhabdochlamydia,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;204428;204429;1963360;689704;292833
Actinocrinis,Bacteria,11,1920515.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Catenulisporales;Actinospicaceae;Actinocrinis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;414714;414713;1920515
Candidatus Microgenomatus,Bacteria,11,1432326.0,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Candidatus Microgenomatota;Candidatus Microgenomatus,cellular root;domain;no rank;clade;clade;clade;phylum;genus,131567;2;2323;1783234;1783273;1794810;67820;1432326
Exilispira,Bacteria,11,568400.0,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetales incertae sedis;Exilispira,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;3379134;203691;203692;136;399321;568400
Enemella,Bacteria,11,2896773.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Enemella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85009;31957;2896773
Haliangium,Bacteria,11,162027.0,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales;Kofleriaceae;Haliangium,cellular root;domain;kingdom;phylum;subclass;order;family;genus,131567;2;3379134;2818505;3031711;3031714;224464;162027
