genus,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
SZAS-15,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018240015.1
JACNKJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014382085.1
RGIG3872,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017456465.1
GCA-2707205,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002707205.1
JAFGGN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016930535.1
DAOWLE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030643545.1
AC-55,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005888465.1
JAPLKR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026387965.1
JAFCEO01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017609085.1
CALLLO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_938082985.1
JAFGBK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016933175.1
JARLHI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031292355.1
JALZUQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023301465.1
CAIXAA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_903917305.1
JAUWMI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030613245.1
CAUJHL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_963204705.1
GCA-2748835,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002748835.1
JAPLNA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026693065.1
JAJPJG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021324395.1
CAJWJK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_913041535.1
B62-G9,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003645695.1
JAAXTT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013336365.1
DUMD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012840065.1
JAJRSS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024278615.1
FW305-bin1,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_004297305.1
JAUWZS01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030615205.1
JAISUG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031272185.1
JAFGRO01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016935095.1
UBA9219,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003504035.1
JAGVWS01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018304165.1
CALHDG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_938023075.1
JANQMK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028280085.1
JAHJRB01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018831025.1
JADFHG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022567365.1
JADJLZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016709875.1
JAKRSE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022402505.1
CAITNU01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_903893865.1
JAUVKB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030596405.1
DUOT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012838705.1
JALWYX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027078415.1
VMGD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_007376405.1
CALMSM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937872425.1
BS750m-G78,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016782495.1
JACOXO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016182365.1
HCM1,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002995645.1
JAJRYF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024275935.1
JARIHC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029288485.1
JACQLU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016203935.1
Gullanella,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_900048035.1
JACRJN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016235675.1
JAIOSL01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021107635.1
JAOSJK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027494135.1
JAKSPV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024404475.1
UM-FILTER-63-12,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002789955.1
SIG350,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015056545.1
JAKQLP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029567095.1
JAHJAL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018814055.1
UBA8349,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003501375.1
JALRGP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023259685.1
JABDLF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013003115.1
JACPDS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016183885.1
JAEYWW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023428805.1
JANWHF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025450555.1
JANQEQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028278245.1
GCA-020343435,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020343435.1
OFTM391,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029260475.1
JAGVMI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020053845.1
JACPWG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016197205.1
JAFGXN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016936615.1
SCSIO-59966,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020881835.1
SKW158,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026418695.1
MWCH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002069945.1
JAAUSG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012034055.1
JADFNB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022563595.1
JAUVCJ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030595765.1
SCUB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_004297465.1
RGIG10202,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017961515.1
M30B81,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018401215.1
DAOWOJ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030642125.1
CAMPYH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_946998225.1
0-14-0-80-59-12,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002779395.1
JAHEKN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024638305.1
CALBRZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937927735.1
2-01-FULL-47-10,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001824325.1
JACQCE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016201765.1
JADGHX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019683695.1
JANQRQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028284485.1
J223,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_024666615.1
JAISYX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031269595.1
CALFMN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937879875.1
DAOVGZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030672115.1
JACQXX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016208495.1
SG8-24,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001303185.1
JAQTNB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028714055.1
JANQMZ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028279805.1
JAGVVW01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018304635.1
JAQUYG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028691985.1
CASFRF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_949297015.1
JACKHP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020638905.1
JAISFK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031263625.1
DAIDHI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027452025.1
CALFHW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937876695.1
JACVCL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016742075.1
JAGHAK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021161565.1
CALAJY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937923265.1
DP-6,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005879795.1
CALAME01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937925675.1
JAGQPK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020426755.1
JAEUQL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016789295.1
RGIG6909,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017540815.1
CAISZI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_903889905.1
JAISSU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031272985.1
GBChlB,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_000724175.1
JAISKP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031260885.1
JAGQTE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020439175.1
JAJFHT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021775495.1
JAAFKE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013298215.1
JABDBI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013288705.1
SZUA-561,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003249935.1
CANMXU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947501935.1
JAISKW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031260775.1
JAGVFQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020057505.1
FEN-1349,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003153915.1
JAAGZN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024206165.1
JAPLXB01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026396285.1
JAOSJX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027493875.1
DTXE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012962595.1
UBA12532,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003445475.1
RGIG1893,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017397075.1
JAAEYY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018223105.1
JAQTRT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028711675.1
JAFGOJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016926575.1
JAUIIO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030431715.1
JAIOOX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021414225.1
SURF-37,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003599755.1
JAHWJO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019348365.1
SZUA-601,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003250865.1
JAPUME01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027294185.1
JAMWZF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024304875.1
JAOTUR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029863805.1
JALYNB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030773395.1
UBA10536,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013331375.1
JACJZS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020635515.1
JAPLJO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026388515.1
JAAYSD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012518465.1
SURF-62,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003599595.1
JABJQG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018663505.1
JAFGMB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016927765.1
JAJVIF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022072165.1
JAENIV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016844295.1
JAUVKC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030592165.1
JAGVYS01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018303125.1
JAJDHX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030266395.1
JAGGSN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021159005.1
JAGQNP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020428005.1
JAGOZY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018058445.1
JALWUZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027079895.1
SIG469,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015068245.1
4484-113,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002050035.1
CALCSX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937894165.1
JAADJB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013151035.1
CALIKS01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_938017985.1
JAIPIC01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021734865.1
SIG437,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_015068935.1
JAGVHQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020056565.1
JAQXGO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029006755.1
RGIG6097,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017518445.1
JAICHO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025924835.1
JAKVAQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022447665.1
DT-32,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013214065.1
JAADGY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013152165.1
SACZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023369685.1
UBA5301,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002408345.1
JAAYXC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012516115.1
J113,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003694425.1
JALZUS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023299885.1
JARBTR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029240105.1
JARVJX01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029775995.1
JACQWN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016209245.1
JAAKFQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_011064725.1
A37T11,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_900109895.1
JACQHZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016198745.1
JAJSAH01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024274875.1
CAMJGD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_946405135.1
JAHDFW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020627945.1
JAOUFM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029858205.1
JAQVGI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028696805.1
JAJFHE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021775755.1
JAHFAP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023250495.1
CACECR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902558105.1
JALWFW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027013865.1
SZUA-47,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003231925.1
JAHLMS01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018920245.1
JABDCL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013288135.1
JAJNPS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021155205.1
DAHXNW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027365195.1
WQSD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009788105.1
GCA-2742885,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002742885.1
CAJQNC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_905479605.1
JALRBM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023257755.1
SURF-58,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003599145.1
M30B25,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018402195.1
WQVM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009783985.1
SZUA-545,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003250175.1
CAMYII01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947258385.1
UBA7526,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002478245.1
JAUYJT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030700225.1
